서울ㆍ인천ㆍ경기도,서울,A02,2017-10-10 00:00,구름많음,17,23
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-10 12:00,구름많음,17,23
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-11 00:00,구름많고 비,16,19
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-11 12:00,구름많고 비,16,19
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-12 00:00,구름많음,12,18
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-12 12:00,구름많음,12,18
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-13 00:00,구름많음,10,19
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-13 12:00,구름조금,10,19
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-14 00:00,구름조금,10,19
서울ㆍ인천ㆍ경기도,서울,A02,2017-10-14 12:00,구름조금,10,19
서울ㆍ인천ㆍ경기도,서울,A01,2017-10-15 00:00,구름조금,9,19
서울ㆍ인천ㆍ경기도,서울,A01,2017-10-16 00:00,구름조금,9,19
서울ㆍ인천ㆍ경기도,서울,A01,2017-10-17 00:00,구름조금,10,20
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-10 00:00,구름많음,18,23
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-10 12:00,구름많음,18,23
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-11 00:00,구름많고 비,15,19
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-11 12:00,구름많고 비,15,19
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-12 00:00,구름많음,13,18
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-12 12:00,구름많음,13,18
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-13 00:00,구름많음,10,19
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-13 12:00,구름조금,10,19
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-14 00:00,구름조금,11,18
서울ㆍ인천ㆍ경기도,인천,A02,2017-10-14 12:00,구름조금,11,18
서울ㆍ인천ㆍ경기도,인천,A01,2017-10-15 00:00,구름조금,10,18
서울ㆍ인천ㆍ경기도,인천,A01,2017-10-16 00:00,구름조금,9,18
서울ㆍ인천ㆍ경기도,인천,A01,2017-10-17 00:00,구름조금,10,19
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-10 00:00,구름많음,16,24
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-10 12:00,구름많음,16,24
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-11 00:00,구름많고 비,15,19
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-11 12:00,구름많고 비,15,19
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-12 00:00,구름많음,12,18
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-12 12:00,구름많음,12,18
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-13 00:00,구름많음,10,19
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-13 12:00,구름조금,10,19
서울ㆍ인천ㆍ경기도,수원,A02,2017-10-14 00:00,구름조금,9,19
